"wallet","source","balance"
"6XJxzEACf9koTM9TdBSYuPXw7v5Z2xQnRJEwK7bLNnEZ","direct","1000000"
"2vy9nyVR4CdJkBsAc6viQ5CLQqG2XspiUGtocV4YnegJ","direct","1004963525"
"F3yy3FVpwq9MV321AzALFcDWZp9XBBHbMas3t4AtEtCW","direct","78553307"
"Bkmicwj2yeb8r441rAwfWHWono2Gc3PPPuHyHHooiMKH","direct","45000000"
"BV19XPRjVtN5GNNW33PesrnYA69pSYtd1CPo9krie21r","direct","1000"
"JXPRq59cN132h971Qrx5hRUBvU8t3ZeutnnX7ig5fEu","direct","3"
"AfJR6sAGRdWqeJH3WGznpPDejgBXQfpBsGL7NDziMG9H","direct","110000000"
"Fx3ZpJycgkohbSFBaFAZcejoup3TvN1pzwGVte8Aqz3A","direct","19782265"
"5L7DeP9WwYGK6uyBoNuRk1as8o1JvynYARMHoG9asDWW","direct","11581415"
"H9nL4c4fj7oUrYCjjcYeTzn5KGVHZGMH6WpGotbXCYTQ","direct","118959938"
"9h2j8jVo5Ph7HkvedjisKcxG8KvZifkB84ozg61w4UJt","direct,quarry","1000000000"
"HMtoePLV5nocs1TdTarEdf66QZTcz8fMc6Xte8idpXWF","direct","3984474254"
"5Xr4W72AZZZiWxuAZZ3KQxTxkqWnssvsTuBKBc28YPzN","direct","2"
"AXVhJdLYzvdyGf6BQokkKMagn5tBhkK585Axi9iMvFuR","direct","993227325"
"751oupTkfVuA175m5anCRaE95wzUMMP6hsJkGYCYqg5Y","direct","2"
"2o1BMBwGzUGg5aiSycuYTS39WqU3jUVLGwZVLo6KzZVE","direct","1177287792"
"EST4fSSSfyGvwbdMaSQynHjMj9VoQDKBeZ1ZGZ7sBiB6","direct","101572976"
"3scZbZmtt4HzWx466szDPgar8XFVCcc6P8pdc8Q72Tbz","direct","1215445304"
"6gR4e3VGasvHVSu714D4od2Di66RGctM8DB3C53w5ZQf","direct","2379201254"
"Ffzb4wDgeDDWFsgdhxz3kekPEMke2hm645z9iWbPygML","direct","1011261643"
"ChN7ks5ox6eHJeVdqx4JrfCzupxiytgwGT4eoBzRtySN","direct","1095942811"
"FLru4AKdM23UxijqKoQW5BuMLzj7RgTKpo1Y4sPwmiGf","direct","96"
"Gr7HFT6uRdRhZzzxFJC3jxvAg1uwgACK1juwsAxFvGne","direct","10000000"
"Ra3vk3N4STS7FNeXxXeNBPBMNeWWNbPcpnn6h8UC8Wv","direct","2"
"AAAAASC76JtfndW9nn546hiEH1BiSP2EPaD3B1mHy979","direct","199247987"
"DGkeFV1ruRNYoBiXQRfdsAw24jMDgFkQXzdEL58S2tpm","direct","36450119"
"9RsC3FE1gbD3hYYa3qv9gXHQGQnmKJU9RyzedK42MhqD","direct","101116721"
"Czm6AaWY4cUvYwGS7ZjUk4H6SATLsBFwWfWGBmBebbDP","direct","4"
"44Rw5S7ciXvQZ5fTYGPxMpSvMw9j3qz1W4JUgzZr8odY","direct","100559453"
"vZKPumsVcrcyMSn6qkHNo6LKkbFS3Z6VSXq3cDFu87p","direct","9968778"
"6YLKPcv3yKiEE2jdxcFW6DWtHYcXv7zpkk41SaG6L9X1","direct","1992413173"
"94aroEvERXpQKPLSvDzdJL8AuFHBbq1xaKmSmMPkV8Hd","direct","1192490546"
"H9zeNnQq6Xt1rGgdz6S1PFywrAQvWinWND2d1eNmTwjX","direct","594800193"
"GvXpMmwxty6U75LEP1fSmdSSPG4CPx3uQmrPyj1YCBQe","direct","1189600608"
"FC1cRsYtRhpAsUYSZDsYCESqdjRuzDcDsw17rGVWvEEN","direct","199262420"
"EdGPLNdgiAkK3cXUPERPNLsTP7T32UY5ne8A6r7CtK2q","direct","1243268800"
"GRwm4EXMyVwtftQeTft7DZT3HBRxx439PrKq4oM6BwoZ","direct","47975025"
"6so6mycpRfQPHDf38uMDw43hhGxzZHU6cXfUhF5CUVhx","direct","1189600474"
"DfD7xypRxKv2ZRXCxY9UcWpySbGJVA4izo3MXcr3aBq8","direct","14941778453"
"9rfvYJHPz2fWhMTy2gRdqNigPdkVwgaT5yuZdsps9QiV","direct","1992237127"
"GDtnuCR5oEWeW8yxYxp8vjDHimbBgLXxjBBCwkA6n4D6","direct,quarry","80000000"
